Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Postdoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed)","12/19/2024","9/29/2027","T32","NIH","NCATS","None","PAR-25-195","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-195.html"
"Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Predoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed)","12/19/2024","9/29/2027","T32","NIH","NCATS","None","PAR-25-194","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-194.html"
"Elucidating Immunometabolic Responses to HIV Infection that Increase TB or HBV Risk (R01 Clinical Trial Not Allowed)","12/18/2024","1/8/2028","R01","NIH","NIAID","None","PAR-25-315","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-315.html"
"Elucidating Immunometabolic Responses to HIV Infection that Increase TB or HBV Risk (R21 Clinical Trial Not Allowed)","12/18/2024","1/8/2028","R21","NIH","NIAID","None","PAR-25-316","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-316.html"
"Translational Efforts to Advance Gene-based Therapies for Ultra-Rare Neurological and Neuromuscular Disorders (U01 - Clinical Trial Optional)","12/18/2024","10/9/2027","U01","NIH","NINDS","None","PAR-25-327","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-327.html"
"Ultra-Rare Gene-based Therapy (URGenT) Network Resource Access (X01, Clinical Trial Not Allowed)","12/18/2024","2/1/2028","X01","NIH","NINDS","None","PAR-25-326","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-326.html"
"NIH Research Project Grant (Parent R01 Basic Experimental Studies with Humans Required)","12/18/2024","1/8/2028","R01","NIH","NIH","NCCIH, NCI, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIMH, NIMHD, NINDS, NINR","PA-25-303","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-25-303.html"
"NIH Research Project Grant (Parent R01 Clinical Trial Required)","12/18/2024","1/8/2028","R01","NIH","NIH","NCCIH, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM","PA-25-305","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-25-305.html"
"U60 Research Cooperative Agreement","12/18/2024","12/3/2025","U60","CDC","NIOSH","None","RFA-OH-25-183","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OH-25-183.html"
"NIH Research Project Grant (Parent R01 Clinical Trial Not Allowed)","12/18/2024","1/8/2028","R01","NIH","NIH","NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM, ORIP, NCCIH, NCI, NEI","PA-25-301","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-301.html"
"NIH Exploratory/Developmental Research Project Grant (Parent R21 Basic Experimental Studies with Humans Required)","12/18/2024","1/8/2028","R21","NIH","NIH","NCCIH, NEI, NIA, NIAAA, NICHD, NIDA, NIDCD, NIMH, NINR","PA-25-307","PA","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PA-25-307.html"
"NIH Exploratory/Developmental Research Project Grant (Parent R21 Clinical Trial Required)","12/18/2024","1/8/2028","R21","NIH","NIH","NEI, NHGRI, NIA, NIAAA, NIAID, NIBIB, NICHD, NIDA, NIDCD, NIEHS, NIMH, NINR, NLM","PA-25-306","PA","Required","https://grants.nih.gov/grants/guide/pa-files/PA-25-306.html"
"NIH Exploratory/Developmental Research Project Grant (Parent R21 Clinical Trial Not Allowed)","12/18/2024","1/8/2028","R21","NIH","NIH","NCCIH, NEI, NHGRI, NIA, NIAAA, NIAID, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIMH, NINR, NLM","PA-25-304","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-304.html"
"NIH Small Research Grant Program (Parent R03 Clinical Trial Not Allowed)","12/18/2024","1/8/2028","R03","NIH","NIH","NHGRI, NIA, NIAAA, NIAID, NIBIB, NICHD, NIDA, NIEHS, NIMH, NINDS, NLM","PA-25-302","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-25-302.html"
"NIDDK Catalyst Award (DP1 Clinical Trial Not Allowed)","12/18/2024","7/19/2025","DP1","NIH","NIDDK","None","RFA-DK-26-006","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-26-006.html"
"NHLBI Clinical Trial Pilot Studies (R34 Clinical Trial Optional)","12/18/2024","1/8/2027","R34","NIH","NHLBI","None","PAR-25-032","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-032.html"
"HEAL Initiative: Translating Research to Practice to End the Overdose Crisis (R61/R33 Clinical Trial Optional)","12/17/2024","3/21/2025","R61/R33","NIH","NIDA","NICHD, NIMH, NCCIH, NIA, NIAAA","RFA-DA-25-078","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-078.html"
"HEAL Initiative: Translating Research to Practice to End the Overdose Crisis (R33 Clinical Trial Optional)","12/17/2024","3/21/2025","R33","NIH","NIDA","NIA, NIAAA, NICHD, NIMH, NCCIH","RFA-DA-25-077","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-077.html"
"Notice of Special Interest (NOSI): Survivorship Research for People Living with Advanced and Metastatic Cancers","12/17/2024","1/8/2028","U34,R34,R01,R03,R21,P01","NIH","NCI","None","NOT-CA-25-024","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-25-024.html"
"NIDCD Research Opportunities for New Investigators to Promote Workforce Development (R01 Clinical Trial Optional)","12/17/2024","10/7/2026","R01","NIH","NIDCD","None","RFA-DC-25-004","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-25-004.html"
"Toward Translation of Nanotechnology Cancer Interventions (TTNCI; R01 Clinical Trial Not Allowed)","12/16/2024","11/16/2027","R01","NIH","NCI","None","PAR-25-336","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-336.html"
"Addressing Barriers to Healthcare Transitions for Survivors of Childhood and Adolescent Cancers (R01 Clinical Trial Optional)","12/16/2024","10/18/2025","R01","NIH","NCI","None","RFA-CA-25-019","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-019.html"
"Supporting Talented Early Career Researchers in Genomics (R01 Clinical Trial Optional)","12/16/2024","2/27/2027","R01","NIH","NHGRI","None","RFA-HG-25-009","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HG-25-009.html"
"Continuation of the NIDDK Hematology Central Coordinating Center (U24 Clinical Trial Not Allowed)","12/16/2024","3/19/2025","U24","NIH","NIDDK","None","RFA-DK-25-023","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-25-023.html"
"NIDCD Research Grants for Translating Basic Research into Clinical Practice (R01 Clinical Trial Optional)","12/16/2024","10/13/2027","R01","NIH","NIDCD","None","RFA-DC-25-002","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DC-25-002.html"
"Limited Competition: Small Grant Program for NHLBI K01/K08/K23/K25 Recipients (R03 Clinical Trial Optional)","12/16/2024","1/8/2026","R03","NIH","NHLBI","None","RFA-HL-25-011","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-25-011.html"
"Advanced Development and Validation of Emerging Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed)","12/16/2024","10/4/2025","R33","NIH","NCI","None","RFA-CA-25-002","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-002.html"
"Advanced Development and Validation of Emerging Biospecimen Science Technologies for Basic and Clinical Cancer Research (R33 Clinical Trial Not Allowed)","12/16/2024","10/4/2025","R33","NIH","NCI","None","RFA-CA-25-004","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-004.html"
"Innovative Biospecimen Science Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed)","12/16/2024","10/4/2025","R61","NIH","NCI","None","RFA-CA-25-003","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-003.html"
"Innovative Molecular and Cellular Analysis Technologies for Basic and Clinical Cancer Research (R61 Clinical Trial Not Allowed)","12/16/2024","10/4/2025","R61","NIH","NCI","None","RFA-CA-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-25-001.html"
"Notice of Special Interest (NOSI): Communication and Decision-Making in a Complex and Dynamic Cancer Treatment Environment","12/16/2024","9/8/2028","R01,P01,R21,R03","NIH","NCI","None","NOT-CA-25-006","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-25-006.html"
"D-START: Data Science Track Award for Research Transition (D/START) (R03-Clinical Trial Optional)","12/16/2024","9/8/2027","R03","NIH","NIDA","None","PAS-25-236","PAS","Optional","https://grants.nih.gov/grants/guide/pa-files/PAS-25-236.html"
"Leveraging Network Infrastructure to Conduct Innovative Research for Women, Children, Pregnant and Lactating Individuals, and Persons with Disabilities (UG3/UH3 - Clinical Trial Optional)","12/16/2024","11/16/2027","UG3/UH3","NIH","NICHD","ORWH","PAR-25-311","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-311.html"
"Model Continuums of Care Initiative (MCCI) to Advance Health Equity and End Health Disparities Among Women and Girls in Racial/Ethnic Minority and Other Underserved Communities (U34 Clinical Trials Required)","12/13/2024","2/20/2025","U34","NIH","NIAAA","NCCIH, NIMHD, NINR","RFA-AA-24-012","RFA","Required","https://grants.nih.gov/grants/guide/rfa-files/RFA-AA-24-012.html"
"Risk and Protective Factors of Family Health and Family Level Interventions (R01 Clinical Trial Optional)","12/13/2024","5/8/2027","R01","NIH","NIMHD","NCI, NIAAA, NINR, ODP, ORWH, SGMRO, THRO","PAR-25-317","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-317.html"
"Integrating Biospecimen Science Approaches into Clinical Assay Development (U01 Clinical Trial Not Allowed)","12/13/2024","9/11/2027","U01","NIH","NCI","None","PAR-25-325","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-325.html"
"Institutional Training Programs to Advance Translational Research on Alzheimer's Disease (AD) and AD-Related Dementias (ADRD) (T32 Clinical Trial Not Allowed)","12/13/2024","9/26/2026","T32","NIH","NIA","None","PAR-25-247","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-247.html"
"Clinical Coordinating Center for Multi-Site Investigator-Initiated Clinical Trials (Collaborative UG3/UH3 Clinical Trial Required)","12/11/2024","9/12/2025","UG3/UH3","NIH","NHLBI","None","PAR-25-029","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-029.html"
"Broad Spectrum Products Against Multiple Neurotoxin Botulinum Serotypes (R61/R33 Clinical Trial Not Allowed)","12/11/2024","5/3/2025","R61/R33","NIH","NIAID","None","RFA-AI-24-080","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-24-080.html"
"Limited Competition: Clinical and Translational Science Award (CTSA) Program: Collaborative and Innovative Acceleration Award (UG3/UH3 Clinical Trial Optional)","12/11/2024","10/20/2027","UG3/UH3","NIH","NCATS","NHGRI, NIAID, NIAMS, NICHD, NIDCR, NIGMS, NIMHD, OBSSR, ODP, ORWH","PAR-25-296","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-296.html"
"Transformative Research to Address Health Disparities and Advance Health Equity (U01 Clinical Trial Optional)","12/11/2024","3/1/2025","U01","NIH","NINR","NIEHS, ODP, NIAAA, NIAMS, NIA","RFA-NR-25-003","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-NR-25-003.html"
"Single-Site Investigator-Initiated Clinical Trials (R61/R33 Clinical Trial Required)","12/11/2024","9/12/2025","R61/R33","NIH","NHLBI","None","PAR-25-028","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-028.html"
"Limited Competition: Small Grant Program for the NCATS Clinical and Translational Science Award (CTSA) Program (R03 Clinical Trial Optional)","12/11/2024","10/20/2026","R03","NIH","NCATS","None","PAR-25-155","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-155.html"
"HEAL Initiative-Early-Stage Discovery of New Pain Targets Within the Understudied Druggable Proteome (R03 Clinical Trial Not Allowed)","12/11/2024","7/17/2026","R03","NIH","NCATS","NINDS, NCCIH, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR","PAR-25-154","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-154.html"
"High Impact, Interdisciplinary Science in NIDDK Research Areas (RC2 Clinical Trial Optional)","12/11/2024","10/16/2027","RC2","NIH","NIDDK","None","PAR-25-277","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-277.html"
"Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Not Allowed)","12/11/2024","1/8/2028","R21","NIH","NCI","NIDCR","PAR-25-346","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-346.html"
"Notice of Special Interest (NOSI): Innovative Interdisciplinary Research on Female Reproductive Aging","12/11/2024","5/8/2028","R21,R01","NIH","NIA","None","NOT-AG-24-074","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AG-24-074.html"
"Integrative Research to Understand the Impact of Sex Differences on the Molecular Determinants of AD Risk and Responsiveness to Treatment (U01 Clinical Trial Optional)","12/10/2024","2/22/2025","U01","NIH","NIA","None","PAR-25-224","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-224.html"
"Limited Competition: High Impact Specialized Innovation Programs in Clinical and Translational Science for UM1 CTSA Hub Awards (RC2 Clinical Trials Optional)","12/10/2024","9/29/2026","RC2","NIH","NCATS","None","PAR-25-156","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-156.html"
"Limited Competition: Mentored Research Career Development Program Award in Clinical and Translational Science Awards (CTSA) Program (K12 Clinical Trial Optional)","12/10/2024","9/29/2027","K12","NIH","NCATS","None","PAR-25-196","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-196.html"
"Complement-ARIE New Approach Methodologies (NAMs) Technology Development Centers (UM1 Clinical Trial Optional)","12/10/2024","3/19/2025","UM1","NIH","RMOD","EPA","RFA-RM-24-010","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-24-010.html"
"Small Business Informatics Tools for the Pangenome (R41 Clinical Trial Not Allowed)","12/10/2024","3/4/2025","R41","NIH","NHGRI","None","PAR-25-309","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-309.html"
"Small Business Informatics Tools for the Pangenome (R43 Clinical Trial Not Allowed)","12/10/2024","3/4/2025","R43","NIH","NHGRI","None","PAR-25-308","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-308.html"
"Deriving Common Data Elements from Real-World Data for Alzheimers Disease (AD) and AD-Related Dementias (ADRD) (U24 Clinical Trial Not Allowed)","12/10/2024","3/1/2025","U24","NIH","NIA","None","RFA-AG-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-25-001.html"
"Exploratory/Developmental Bioengineering Research Grants (EBRG) (R21 Clinical Trial Optional)","12/10/2024","1/8/2028","R21","NIH","NCI","None","PAR-25-321","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-25-321.html"
"Awards Supporting Cutting-Edge Technologies for Translational Science (ASCETTS) (R21 Clinical Trials Not Allowed)","12/10/2024","6/20/2025","R21","NIH","NCATS","None","PAR-25-157","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-157.html"
"NIDCR Small Research Grants for Oral Health Data Analysis and Statistical Methodology Development (R03 Clinical Trial Not Allowed)","12/10/2024","5/8/2025","R03","NIH","NIDCR","None","PAR-25-045","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-045.html"
"NIAMS Clinical Trial Implementation Cooperative Agreement (UG3/UH3 Clinical Trial Required)","12/9/2024","3/5/2027","UG3/UH3","NIH","NIAMS","None","PAR-25-141","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-25-141.html"
"Clinical Observational (CO) Studies in Musculoskeletal, Rheumatic, and Skin Diseases (R01 Clinical Trial Not Allowed)","12/9/2024","11/3/2026","R01","NIH","NIAMS","None","PAR-24-280","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-280.html"
"Exploratory Clinical Trial Grants in Arthritis and Musculoskeletal and Skin Diseases (R61 Clinical Trial Required)","12/9/2024","11/3/2026","R61","NIH","NIAMS","None","PAR-24-279","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-279.html"
"BRAIN Initiative: New Concepts and Early-Stage Research for Recording and Modulation in the Nervous System (R21) (Clinical Trial Not Allowed)","12/9/2024","6/16/2026","R21","NIH","NEI","NCCIH, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIMH, NINDS","RFA-EY-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-EY-25-001.html"
"NIDDK Centers for Diabetes Translation Research (P30 Clinical Trial Optional)","12/9/2024","6/11/2025","P30","NIH","NIDDK","None","RFA-DK-26-001","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-26-001.html"
"Coordination Center for the Alzheimers Disease Sequencing Project Consortium (U01 Clinical Trial Not Allowed)","12/9/2024","3/15/2025","U01","NIH","NIA","None","RFA-AG-25-015","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-25-015.html"
"Ancillary Studies to Ongoing Clinical Projects (R01 Clinical Trial Not Allowed)","12/9/2024","12/6/2025","R01","NIH","NIAMS","None","PAR-24-289","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-289.html"
"Limited Competition: Small Grant Program for NIAMS K01, K08, K23, and K25 Recipients (R03) (Clinical Trials Not Allowed)","12/9/2024","2/20/2025","R03","NIH","NIAMS","None","PAR-24-287","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-287.html"
"Ancillary Studies to Ongoing Clinical Projects (R21 Clinical Trial Not Allowed)","12/9/2024","12/6/2025","R21","NIH","NIAMS","None","PAR-25-230","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-25-230.html"
